date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:45	97/97	---M--	200	added ('OK')	image/gif	etag:%2261-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/pop_corner_ul.gif	mycsu.csuohio.edu/graphics/global/pop_corner_ul.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:46	97/97	---M--	200	added ('OK')	image/gif	etag:%2261-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/pop_corner_ur.gif	mycsu.csuohio.edu/graphics/global/pop_corner_ur.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:47	89/89	---M--	200	added ('OK')	image/gif	etag:%2259-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_x.gif	mycsu.csuohio.edu/graphics/global/btn_x.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:48	314/314	---M--	200	added ('OK')	image/gif	etag:%2213a-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_arrow_left.gif	mycsu.csuohio.edu/graphics/global/btn_arrow_left.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:49	319/319	---M--	200	added ('OK')	image/gif	etag:%2213f-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_arrow_left_o.gif	mycsu.csuohio.edu/graphics/global/btn_arrow_left_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:50	319/319	---M--	200	added ('OK')	image/gif	etag:%2213f-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_arrow_right.gif	mycsu.csuohio.edu/graphics/global/btn_arrow_right.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:51	321/321	---M--	200	added ('OK')	image/gif	etag:%22141-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_arrow_right_o.gif	mycsu.csuohio.edu/graphics/global/btn_arrow_right_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:52	70/70	---M--	200	added ('OK')	image/gif	etag:%2246-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/pop_corner_ll.gif	mycsu.csuohio.edu/graphics/global/pop_corner_ll.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:53	70/70	---M--	200	added ('OK')	image/gif	etag:%2246-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/pop_corner_lr.gif	mycsu.csuohio.edu/graphics/global/pop_corner_lr.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:54	162/162	---M--	200	added ('OK')	image/gif	etag:%22a2-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/nav_bkg.gif	mycsu.csuohio.edu/graphics/mycsu/nav_bkg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:04:55	1700/1700	---M--	200	added ('OK')	image/gif	etag:%226a4-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/nav_search.gif	mycsu.csuohio.edu/graphics/mycsu/nav_search.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:04:56	1669/1669	---M--	200	added ('OK')	image/gif	etag:%22685-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/nav_csuhome.gif	mycsu.csuohio.edu/graphics/global/nav_csuhome.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:04:57	1647/1647	---M--	200	added ('OK')	image/gif	etag:%2266f-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/nav_csuhome_o.gif	mycsu.csuohio.edu/graphics/global/nav_csuhome_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:04:58	1554/1554	---M--	200	added ('OK')	image/gif	etag:%22612-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/nav_logout.gif	mycsu.csuohio.edu/graphics/mycsu/nav_logout.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:04:59	1558/1558	---M--	200	added ('OK')	image/gif	etag:%22616-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/nav_logout_o.gif	mycsu.csuohio.edu/graphics/mycsu/nav_logout_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:05:00	122/122	---M--	200	added ('OK')	image/gif	etag:%227a-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/col_foot3.gif	mycsu.csuohio.edu/graphics/mycsu/col_foot3.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:05:01	122/122	---M--	200	added ('OK')	image/gif	etag:%227a-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/col_foot2.gif	mycsu.csuohio.edu/graphics/mycsu/col_foot2.gif	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:05:02	14689/14689	---M--	200	added ('OK')	image/jpeg	etag:%223961-44a83c5d3b5c0%22	https://mycsu.csuohio.edu/graphics/mycsu/bkg_login.jpg	mycsu.csuohio.edu/graphics/mycsu/bkg_login.jpg	(from https://mycsu.csuohio.edu/inc/css/styles_mycsu.css)
00:05:03	220/220	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:05:03%20GMT	http://mycsu.csuohio.edu/robots.txt		(from https://mycsu.csuohio.edu/)
00:05:03	41664/41664	---M--	200	added ('OK')	image/jpeg	etag:%22a2c0-4ce680e51b8c0%22	https://mycsu.csuohio.edu/compiled/images/100412_vikehealth.jpg	mycsu.csuohio.edu/compiled/images/100412_vikehealth.jpg	(from https://mycsu.csuohio.edu/)
00:05:04	406/406	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:04%20GMT	https://mycsu.csuohio.edu/offices/hrd/benefits.html	mycsu.csuohio.edu/offices/hrd/benefits.html	(from https://mycsu.csuohio.edu/)
00:05:04	408/408	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:04%20GMT	https://mycsu.csuohio.edu/offices/hrd/employment.html	mycsu.csuohio.edu/offices/hrd/employment.html	(from https://mycsu.csuohio.edu/)
00:05:04	403/403	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:04%20GMT	https://mycsu.csuohio.edu/offices/hrd/forms.html	mycsu.csuohio.edu/offices/hrd/forms.html	(from https://mycsu.csuohio.edu/)
00:05:04	413/413	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:04%20GMT	https://mycsu.csuohio.edu/offices/hrd/labor_relations.html	mycsu.csuohio.edu/offices/hrd/labor_relations.html	(from https://mycsu.csuohio.edu/)
00:05:05	225/225	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2004:05:05%20GMT	https://mycsu.csuohio.edu/ResourceCheck/LogOutServlet	mycsu.csuohio.edu/ResourceCheck/LogOutServlet	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:05	413/413	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:05%20GMT	https://mycsu.csuohio.edu/offices/hrd/training_and_od.html	mycsu.csuohio.edu/offices/hrd/training_and_od.html	(from https://mycsu.csuohio.edu/)
00:05:06	9643/9643	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:06%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:07	8370/8370	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:07%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF5.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF5.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:08	39173/39173	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:08%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF11.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF11.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:09	10116/10116	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:08%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF2.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF2.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:10	9022/9022	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:10%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF5HC.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF5HC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:11	58017/58017	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:11%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF2P.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF2P.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:13	633183/633183	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:12%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollPlanType.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollPlanType.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:14	59835/59835	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:13%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollWC.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollWC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:16	159077/159077	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:14%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF4A.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF4A.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:17	1782660/1782660	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:14%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF4.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF4.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:17	2230797/2230797	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:16%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF3.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF3.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:17	8986/8986	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:17%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF6.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF6.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:18	42728/42728	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:18%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF8.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF8.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:19	29203/29203	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:19%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF10.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF10.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:20	3530/3530	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:20%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF12.html	mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF12.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:21	9729/9729	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:21%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF1.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF1.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:22	8561/8561	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:22%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF5.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF5.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:23	38990/38990	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:22%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF11.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF11.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:24	10222/10222	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:24%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF2.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF2.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:25	9198/9198	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:24%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF5HC.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF5HC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:26	59120/59120	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:26%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF2P.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF2P.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:28	623409/623409	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:26%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollPlanType.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollPlanType.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:28	70248/70248	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:28%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollWC.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollWC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:31	169004/169004	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:30%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF4A.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF4A.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:31	1742553/1742553	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:28%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF4.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF4.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:32	2804/2804	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:32%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollClass_Vol.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollClass_Vol.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:33	2924/2924	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:32%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF6.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF6.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:34	37252/37252	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:34%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF8.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF8.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:35	32689/32689	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:35%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF10.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF10.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:36	2921/2921	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:35%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF12.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF12.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:37	9689/9689	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:37%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF1.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF1.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:38	8501/8501	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:37%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF5.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF5.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:39	33551/33551	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:39%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF11.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF11.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:40	10180/10180	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:40%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF2.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF2.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:41	9133/9133	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:40%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF5HC.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF5HC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:42	48559/48559	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:41%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF2P.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF2P.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:42	2179848/2179848	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:31%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF3.html	mycsu.csuohio.edu/offices/iraa/csureports/enrollF3.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:44	527077/527077	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:43%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollPlanType.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollPlanType.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:44	20863/20863	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:44%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollWC.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollWC.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:47	152658/152658	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:46%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF4A.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF4A.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:47	595786/595786	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:45%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF4.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF4.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:48	2804/2804	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:47%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollClass_Vol.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollClass_Vol.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:49	3617/3617	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:49%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF6.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF6.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:50	6692/6692	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:49%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF8.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF8.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:51	22053/22053	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:50%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF10.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF10.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:51	739000/739000	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:47%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF3.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF3.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:52	3525/3525	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:51%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF12.html	mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF12.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:53	781/781	---M--	200	added ('OK')	image/gif	etag:%2230d-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_engagedlearning.gif	mycsu.csuohio.edu/graphics/global/rightside_engagedlearning.gif	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:55	4121/4121	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:53%20GMT	https://mycsu.csuohio.edu/offices/iraa/documentation/index.html	mycsu.csuohio.edu/offices/iraa/documentation/index.html	(from https://mycsu.csuohio.edu/offices/iraa/)
00:05:55	344/344	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:05:55%20GMT	https://mycsu.csuohio.edu/offices/spr/index.html	mycsu.csuohio.edu/offices/spr/index.html	(from https://mycsu.csuohio.edu/)
00:05:55	1500/1500	---M--	200	added ('OK')	image/gif	etag:%225dc-4490b6b821e00%22	https://mycsu.csuohio.edu/graphics/home/btn_closed.gif	mycsu.csuohio.edu/graphics/home/btn_closed.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:05:55	995/995	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:55%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fbenefits.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login.a6b3d6.delayed	(from https://mycsu.csuohio.edu/offices/hrd/benefits.html)
00:05:56	0/-1	---M--	303	error ('')			https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fbenefits.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login.a7b3d6.delayed	(from https://mycsu.csuohio.edu/offices/hrd/benefits.html)
00:05:56	1007/1007	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:55%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Femployment.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login59b9	(from https://mycsu.csuohio.edu/offices/hrd/employment.html)
00:05:59	1018/1018	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:05:58%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Flabor_relations.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/loginc8e5	(from https://mycsu.csuohio.edu/offices/hrd/labor_relations.html)
00:06:01	1014/1014	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:06:01%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Ftraining_and_od.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login.ad1080.delayed	(from https://mycsu.csuohio.edu/offices/hrd/training_and_od.html)
00:06:02	0/-1	---M--	303	error ('')			https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Ftraining_and_od.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login.ae1080.delayed	(from https://mycsu.csuohio.edu/offices/hrd/training_and_od.html)
00:06:03	2335/2335	---M--	200	added ('OK')	text/css	etag:%2291f-54c58193fd500%22	https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/style.css	mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/style.css	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:04	72174/72174	---M--	200	added ('OK')	application/javascript	etag:%22119ee-54c5818f389c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/js/jquery-1.4.2.min.js	mycsu.csuohio.edu/offices/iraa/csureports/js/jquery-1.4.2.min.js	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:05	3892/3892	---M--	200	added ('OK')	application/javascript	etag:%22f34-54c5818f389c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/js/jquery.metadata.js	mycsu.csuohio.edu/offices/iraa/csureports/js/jquery.metadata.js	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:06	12795/12795	---M--	200	added ('OK')	application/javascript	etag:%2231fb-54c5818f389c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/js/jquery.tablesorter.min.js	mycsu.csuohio.edu/offices/iraa/csureports/js/jquery.tablesorter.min.js	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:07	1880/1880	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:07%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_fall.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/c_fall.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
